"Data Loss" 8.2568807339
"Data Inaccessible" 21.1009174312
"Service Unavailable" 21.1009174312
"Application Hang" 10.0917431193
"Security Vulnerability" 24.7706422018
"Other Failure" 14.6788990826
end
