1 200.7 109.5 153.6 113.8 142.7
2 392.3 191.7 307.4 230.8 288.5
5 982.9 324.7 758.8 551.9 710.1
10 1947.5 383.9 1537.7 1051.0 1448.0
20 3885.5 432.1 3010.9 2003.6 2864.7
50 9552.0 436.5 7510.3 4775.7 6843.4
100 18549.5 437.0 14537.4 9259.9 6228.0
200 34868.4 429.0 20184.9 11955.8 5781.2
400 62561.4 428.7 20445.0 5908.9 5709.2
