# workers, 0ms,       10ms,     100ms
350         47345.5   26719.8   3394.3
200         30369.5   15362.2   1942.7
100         16285.1   7756.7    971.2
50          8290.3    3892.5    485.6
20          3359.7    1555.6    194.1
10          1669.9    775.7     96.9
5           822.0     387.5     48.5
2           335.2     154.0     19.4
1           165.7     77.8      9.8
