400   2908.2   779.1   91.0   8.5
200   1738.8   695.9   92.9   9.2
100   931.3    558.7   91.2   9.6
50    482.4    371.3   87.9   9.8
20    196.3    176.6   74.8   9.8
10    98.6     95.0    58.3   9.9
5     49.2     48.0    39.1   9.9
2     19.7     19.7    19.1   9.9
1     9.9      9.9     9.9    9.9
