1 1.0 1.0 1.0 1.0
2 0.8019309732549107 0.8019309732549107 0.790522694484519 0.790522694484519
3 0.7941626900455 0.7937742758850294 0.7848962379314172 0.7848962379314172
5 0.4361003218288758 0.4273776495394518 0.19769171013206083 0.07272222838752636
8 0.31564754189324157 0.2962490289645988 0.07235600932193985 0.0004993896348906891
10 0.25432249472866497 0.2088336477638442 0.05008323160581511 0.0004660969925646432
20 0.12961935412273887 0.07286649650427256 0.026822772167351017 0.00039951170791255135
30 0.09359671512595716 0.03481300632560204 0.02044168238819221 0.0002996337809344135
50 0.05697480856730663 0.015270225280213073 0.010564865164798579 0.0001553656641882144
80 0.03825324603262679 0.009810231938741538 0.006769503939629342 0.0
100 0.031517034735323496 0.008245477749417378 0.005182554655421152 ""
200 0.014582177338808124 0.001653534568860282 0.0026634113860836755 ""
300 0.009976695150371768 0.0006436577516368882 0.002152924203750971 ""
500 0.006536455443347021 0.00013317056930418377 0.0014204860725779602 ""
800 0.00352902008656087 3.329264232604594e-05 0.0006658528465209189 ""
1005 0.0019975585395627564 3.329264232604594e-05 0.0002885362334923982 ""
2014 0.0003773166130285207 0.0 2.219509488403063e-05 ""
3031 6.658528465209188e-05 "" 0.0 ""
6239 2.219509488403063e-05 "" "" ""
